Data Bencana;;;;;;;;;;;;;;;
No.;Kode Identitas Bencana;ID Kabupaten;Tanggal Kejadian;Kejadian;Lokasi;Kabupaten;Provinsi;Kronologi & Dokumentasi;Penyebab;Meninggal;Hilang;Terluka;Rumah Rusak;Rumah Terendam;Fasum Rusak
477;3201 106 2023 08 02 1;3201;02/08/23;KEKERINGAN;Kec. Jasinga Ds.  Tegal Wangi Ds. Pangaur Ds. Pamagersari Ds. Wirajaya Ds. Setu Ds. Barengkok Ds. Pangradinan Kec. Citeureup Ds. Hambalang Ds. Sukahati Ds. Citeureup Ds. Tajur Ds. Tarikolot Ds. Gunungsari Ds. Karang Tengah Ds. Sanja Kec. Babakan Madang Ds. Karang Tengah Ds. Cijayanti Ds. Sumur Batu Ds. Bojong Koneng Ds. Babakan Madang Ds. Sentul Ds. Citaringgul Kec. Cibungbulang Ds. Girimulya Ds.  Cijujung Ds. Sukamaju Ds. Cibatok 2 Ds. Situ Udik Ds. Cimanggu 2 Kec. Jonggol  Ds.  Weninggalih  Ds. Sukagalih Ds. Sukasirna Kec. Ciseeng Ds. Karikil Ds. Cibeuteung Muara Ds. Cihoe Ds. Putatnutug DS. Babakan Kec. Nanggung Ds. Kalong Liud Ds. Nanggung Ds. Parakan Muncang Ds. Hambaro Ds. Cikopo Mayak Ds. Negalsari Ds. Curug Ds. Sipak Ds. pangradin Kec. Cijeruk Ds. Cijeruk Kec. Cisarua Ds. Kopo Kec. Rancabungur Ds. Rancabungur Ds. Cimulang Ds. Mekarsari  Kec. Tenjolaya Ds. Ciomas Ds Singabangsa Ds. Batok Ds. Tapos 2 Ds. Cibitung Tengah Ds. Cinangneng Kec. Sukajaya Ds. Harkatjaya Ds. Kiarapandak Ds. Sukajaya Ds. Urug Kec. Leuwisadeng Ds. Leuwisadeng Ds. Kalong II Ds. Sadeng Kec. Sukamakmur Ds. Sukaresmi Kec. Cigombong Ds. Watesjaya Ds. Tugujaya Ds. Ciadeg Kec. Cibinong Ds. Cibinong Kec. Rumpin Ds. Gobang Ds. Rumpin Ds. Cipinang Ds. Leuwibatu Ds. Babakan Ds. Sukasari Ds. Sukamulya Kec. Cigudeg Ds. Batujajar Ds. Tegallega Kec.  Ciampea Ds. Cicadas Kec. Leuwiliang Ds. Barengkok Kec. Gunung Sindur Ds. Jampang Kec. Dramaga Ds. Sukadamai Ds. Neglasari Kec. Pamijahan Ds. Cibitung Wetan Kec. Megamendung Ds. Gadog Ds. Sukamahi Kec. Tamansari  Ds. Sukaresmi;BOGOR;JAWA BARAT;Dokumentasi;Dikarenakan intensitas hujan yang menurun di wilayah tersebut sehingga mengakibatkan sumber mata air warga berkurang dan warga kesulitan memenuhi kebutuhan air bersih setiap harinya.;;;;0;;0
478;1108 107 2023 08 02 1;1108;02/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Seulimun Gampong Jawie;ACEH BESAR;ACEH;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
479;3210 107 2023 08 02 1;3210;02/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Cigasong Ds. Tenjolayar;MAJALENGKA;JAWA BARAT;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
480;3217 102 2023 08 02 1;3217;02/08/23;TANAH LONGSOR;Kec. Padalarang Ds. Tagogapu;BANDUNG BARAT;JAWA BARAT;Dokumentasi;Adanya satu pergerakan tanah di sekitar rumah karena posisi rumah tepat berada di pinggir tebing 50° sampai 60°;;;;1;;0
481;6471 107 2023 08 02 1;6471;02/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Balikpapan Selatan Ds. Sepinggan Baru Ds. Sungai Nangka;KOTA BALIKPAPAN;KALIMANTAN TIMUR;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
482;3209 106 2023 08 02 1;3209;02/08/23;KEKERINGAN;Kec. Gegesik Ds. Sibubut;CIREBON;JAWA BARAT;Dokumentasi;Disebabkan oleh faktor cuaca musim kemarau, sehingga menyebabkan sumur rumah milik warga mengalami kekeringan sehingga warga kesulitan mendapatkan kebutuhan air bersih untuk kegiatan sehari-hari dan tidak adanya mata air di wilayah tersebut karena faktor geografis.;;;;0;;0
483;6301 107 2023 08 02 1;6301;02/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tambang Uleng Ds. Tambang Uleng Kec. Bati-Bati Ds. Liang Anggang Kec. Kurau Ds. Kurau Kec. Takisung Ds. Pagatan Besar;TANAH LAUT;KALIMANTAN SELATAN;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
484;6502 107 2023 08 01 1;6502;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tg. Palas Ds. Wonomulyo;BULUNGAN;KALIMANTAN UTARA;Dokumentasi;Dipicu api bermula dr Lahan masyarakat yang membuka lahan dgn cara di bakar;;;;0;;0
485;1906 107 2023 08 01 1;1906;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Manggar  Ds. Lalang;BELITUNG TIMUR;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
486;7202 101 2023 08 01 1;7202;01/08/23;BANJIR;Kec. Nambo  Ds. Padungnyo  Ds. Sayambongin  Kec. Kintom Ds. Solan Baru;BANGGAI;SULAWESI TENGAH;Dokumentasi;Dipicu oleh intensitas curah hujan yang tinggi;;;;50;105;0
487;1103 105 2023 08 01 1;1103;01/08/23;PUTING BELIUNG;Kec. Meukek Ds. Arun;ACEH SELATAN;ACEH;Dokumentasi;Dipicu oleh curah hujan yang cukup tinggi disertai angin kencang;;;;5;;0
488;1302 101 2023 08 01 1;1302;01/08/23;BANJIR;Kec. Sutera Ds. Amping Parak Timur Kec. Lengayang Ds.  Kambang Timur;PESISIR SELATAN;SUMATERA BARAT;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;100;0
489;1208 107 2023 08 01 1;1208;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Simpang Empat Ds. Silomlom;ASAHAN;SUMATERA UTARA;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
490;6306 107 2023 08 01 1;6306;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Daha Barat Ds. Siang Gantung;HULU SUNGAI SELATAN;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
491;3201 105 2023 08 01 1;3201;01/08/23;PUTING BELIUNG;Kec. Leuwiliang Ds. Pabangbon;BOGOR;JAWA BARAT;Dokumentasi;Dipicu hujan & angin kencang disertai kondisi bangunan rumah yang sudah rapuh mengakibatkan beberapa rumah ambruk pada hari Selasa, 01 Agustus 2023, Pkl. 18:00 WIB. Selain itu hujan juga mengakibatkan struktur tanah menjadi labil sehingga terjadi pergerakan tanah yang berdampak pada beberapa bangunan rumah;;;;9;;0
492;6206 107 2023 08 01 1;6206;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Pantai Lunci Ds.  Sungai Pasir;SUKAMARA;KALIMANTAN TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
493;3271 105 2023 08 01 1;3271;01/08/23;PUTING BELIUNG;Kec. Bogor Barat Ds. Pasir Mulya;KOTA BOGOR;JAWA BARAT;Dokumentasi;Hujan disertai angin kencang;;;;1;;0
494;6307 107 2023 08 01 1;6307;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Las Ds. Panggang Marak;HULU SUNGAI TENGAH;KALIMANTAN SELATAN;Dokumentasi;Masih dalam proses Penyelidikan;;;;0;;0
495;6305 107 2023 08 01 1;6305;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tapin Selatan Ds. Tatakan;TAPIN;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
496;2101 107 2023 08 01 1;2101;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Meral Ds. Meral Kota;KARIMUN;KEPULAUAN RIAU;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
497;6309 107 2023 08 01 1;6309;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Murung Pudak Ds. Kapar Kec. Kelua Ds. Karangan Kec. Tanjung Ds. Wayau;TABALONG;KALIMANTAN SELATAN;Dokumentasi;Masih dalam proses Penyelidikan;;;;0;;0
498;3314 106 2023 08 01 1;3314;01/08/23;KEKERINGAN;Kec. Tangen Ds. Galeh Ds. Ngombo Kec. Jenar Ds. Ngepringan Ds. Banyuurip Kec. Mondokan Ds. Pare Kec. Sumberlawang Ds. Kacangan Kec. Gesi Ds. Poleng;SRAGEN;JAWA TENGAH;Dokumentasi;Dikarenakan intensitas hujan yang menurun di wilayah tersebut sehingga mengakibatkan sumber mata air warga berkurang dan warga kesulitan memenuhi kebutuhan air bersih setiap harinya.;;;;0;;0
499;1602 107 2023 08 01 1;1602;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Pampangan Ds. Serdang  Kec. Tulung Selapan Ds. Pulu Beruang;OGAN KOMERING ILIR;SUMATERA SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
500;3310 107 2023 08 01 1;3310;01/08/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Klaten Utara Ds. Ketandan;KLATEN;JAWA TENGAH;Dokumentasi;Dipicu oleh pembakaran sampah;;;;0;;0
501;1904 107 2023 07 031 1;1904;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Koba  Ds. Kurau;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
502;1277 101 2023 07 031 1;1277;31/07/23;BANJIR;Kec. Padang Sidempuan tenggara Ds. Manegen Ds. Goti;KOTA PADANG SIDEMPUAN;SUMATERA UTARA;Dokumentasi;Dipicu oleh tersumbatnya drainase yang ada di sekitar rumah warga;;;;0;48;0
503;1906 107 2023 07 031 1;1906;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Gantung Ds. Gantung Ds. Lenggang;BELITUNG TIMUR;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
504;6305 107 2023 07 031 1;6305;31/07/23;KEBAKARAN HUTAN DAN LAHAN;EKec. Binuang  Ds. Mekar Sari;TAPIN;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
505;3202 107 2023 07 031 1;3202;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Cicantayan Ds. Cicantayan;SUKABUMI;JAWA BARAT;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
506;6311 107 2023 07 031 1;6311;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Lampihong Ds. Jungkal;BALANGAN;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
507;3172 102 2023 07 031 1;3172;31/07/23;TANAH LONGSOR;Kec. Duren Sawit Kel. Duren Sawit;KOTA JAKARTA TIMUR;DKI JAKARTA;Dokumentasi;Dipicu oleh kondisi tanah yang labil menyebabkan pekerja galian tertimbun tanah galian;1;;2;0;;0
508;1112 105 2023 07 031 1;1112;31/07/23;PUTING BELIUNG;Kec. Babahrot Ds. Pante Rakyat;ACEH BARAT DAYA;ACEH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
509;6303 107 2023 07 031 1;6303;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Martapura Ds. Indra Sari;BANJAR;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
510;3374 106 2023 07 031 1;3374;31/07/23;KEKERINGAN;Kec. Tembalang Kel. Rowosari;KOTA SEMARANG;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
511;3201 106 2023 07 031 1;3201;31/07/23;KEKERINGAN;Kec. Jasinga  Ds. Curug;BOGOR;JAWA BARAT;Dokumentasi;Dipicu oleh berkurangnya sumber air bersih akibat musim kemarau;;;;0;;0
512;6206 107 2023 07 031 1;6206;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Pantai Lunci Ds. Sungai Cabang Barat;SUKAMARA;KALIMANTAN TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
513;3512 107 2023 07 031 1;3512;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Panarukan Ds. Sumberkolak;SITUBONDO;JAWA TIMUR;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
514;3322 106 2023 07 031 1;3322;31/07/23;KEKERINGAN;Kec. Bringin Ds.Gogodalem;SEMARANG;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
515;3301 106 2023 07 031 1;3301;31/07/23;KEKERINGAN;Kec. Kawunganten Ds. Bojong Ds. Grugu Ds. Babakan  Ds. Kawunganten Ds. Kubangkangkung Ds. Babakan Ds. Grugu Ds. Bringkeng Ds. Ujung Manik Kec. Karangpucung Ds. Karangpucung  Kec. Kampung Laut  Ds. Panikel  Kec. Patimuan Ds. Rawaapu Kec. Dayeuhluhur Ds. Matenggeng Kec. Patimuan Ds. Rawa Apu Ds, Bulupayung Ds. Cimrutu Ds. Sidamukti Kec.Dayeuhluhur Ds. Matenggeng Ds. Dayeuh Luhur Kec. Gandrungmangu Ds. Karang Gintung Ds. Gintung Reja Ds. Cinangsi Ds. Sidaurip Ds. Cisumur Kec. Bantarsari Ds. Bantarsari Ds. Binangun Ds. Rawa Jaya   Kec. Cipari Ds. Mulyadadi  Kec. Wanareja Ds. Madura Kec. Adipala Ds. Karang benda Kec. Kroya Ds. Mujur  Kab. Kendal Kec. Patean Ds. Curugsewu  Kab. Klaten Kec. Kemalang Ds. Tlogowatu  Kab. Temanggung Kec. Tembarak Ds. Botoputih Kec. Tlogomulyo Ds. Losari  Kab. Sragen Kec. Sragen Ds. Banyuurip Kec. Tangen Ds. Katelan Kec. Jenar Ds. Ngepringan Ds. Banyurip Kec. Sumberlawang Ds. Ngargotirto Ds. Ngargosari Ds. Dukuh Ds. Ngombo Ds. Galeh Ds. Katelan Ds. Nrombo Kec. Miri Ds. Gilirejo Baru Ds Bagor Ds. Brojol Kec. Jenar  Ds. Ngepringan Ds. Banyuurip Kec. Mondokan Ds. Pare Kec. Gesi Ds. Srawung Ds. Poleng  Kota Semarang Kec. Tembalang Kel. Rowosari Kec. Banyumanik   Kel. Jagungan   Kab. Purbalingga Kec. Karangreja Ds. Kutabawa Kec. Rembang Ds. Wanogara Wetan   Kab. Semarang Kec. Bringin Ds. Gogodalem Ds. Kalikayeh  Kab. Grobogan Kec. Grobogan  Ds. Rejosari Ds. Tanggungharjo   Kec. Geyer  Ds. Karanganyar Ds. Bangsri  Ds. Juworo Kec. Gubug Ds. Penadaran  Kec. Karangrayung Ds. Jetis  Kec. Kradenan Ds. Banjardowo Ds. Kalisari Kec. Ngaringan Ds. Sariejo Kec. Tawangharjo Ds. Tawangharjo Kec. Wirosari Ds. Tambahrejo Kel. Kunden Kec. Pulokulon Ds. Karangharjo  Ds. Randurejo Kec. Toroh Ds. Ngrandah  Ds. Kenteng  Ds. Tunggak Ds. Depok  Kab. Banyumas Kec. Rawalo Ds. Tipar Kec. Gumelar Ds. Tlaga Grumbul Glempang Ds. Selandaka Ds. Tlaga Kec. Jatilawang Ds. Pekuncen  Kec. Somagede Ds. Somakaton Ds. Kemawi  Kec. Cilongok Ds. Panusupan  Kec. Sumpiuh  Kel. Sumpiuh Ds. Nusadadi  Kec. Kemranjen Ds. Kedungpring Ds. Sibrama  Kec. Ajibarang Ds. Kracak Kec. Karanglewas Ds. Kediri Kec. Tambak Ds. Buniayu Kec. Patikraja Ds, Patikraja Kab. Pekalongan Kec. Karanganyar Ds. Gutomo Kec. Kejen Ds. Sambiroto  Kab. Blora Kec. Banjarejo Ds. Kebonrejo Ds. Jatisari Ds. Klopoduwur Ds. Kembang Ds. Jatiklampok Ds. Banjarejo Ds. Mojowetan Kec. Blora Kel. Kauman Ds. Kemiri Ds, Klokah Kec. Ngawen Ds. Gotputuk Ds. Semawur Ds. Karangtengah Ds. Rowobungkul Ds. Sambongrejo Ds. Pangkolrejo Kec. Kedungtabun Ds. Galuk Kec. Kunduran Ds. Klokah Ds. Buloh Ds. Botoreco Ds. Jagong Ds. Sendangwates Kec. Randublatung Ds. Ngliron Ds. Gembyungan Ds. Plosorejo Ds. Bekuthuk Ds. Sambingwangan Kec. Cepu Kel. Tambakromo Kel. Karangboyo Ds. Memung Kec. Jati Ds. Jegong Ds. Pengkoijagong Ds. Gabusan Ds. Randulawang  Kab. Demak Kec. Kebonagung Ds. Megonten Ds. Babad  Kab. Magelang  Kec. Pakis Ds. Rejosari   Kota Salatiga Kec. Sidorejo Kel. Blotongan Kec. Argomulyo Kel. Randuacir    Kab. Jepara Kec. Donorojo Ds. Clering Ds. Sumberrejo   Kab. Rembang Kec. Sluke Ds. Sanetan Ds. Manggar Kec. Pancur  Ds. Warugunung Ds. Kedung Ds. Kalitengah Kec. Lasem Ds. Sendangsari Ds. Gowak Kec. Kaliori Ds. Wiroto Kec. Bulu Ds. Warugunung Ds. Pondokrejo Ds. Lambangan Kulon Ds. Jukung Ds. Pinggan Kec. Sarang Ds. Temperak Kec. Sulang Ds. Pranti Kec. Kragan Ds. Woro Ds. sumbergayam Kec. Sedan Ds. Lembah Putih Kec. Gunem Ds. Banyurip Kec. Pamotan Ds. Segoromulyo Kab. Cilacap Kab Boyolali Kab. Tegal Kab Banjarnegara Kab Kebumen Kab. Karanganyar Kab Brebes;CILACAP;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau Berkurangnya sumber air bersih akibat dampak musim kemarau.;;;;0;;0
516;6502 107 2023 07 031 1;6502;31/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tg. Selor Kel. Tanjung Selor Hilir Ds. Jelarai  Ds. Bumi Rahayu Kec. Tanjung Palas Timur Ds.  Tanjung Agung;BULUNGAN;KALIMANTAN UTARA;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
517;3324 106 2023 07 031 1;3324;31/07/23;KEKERINGAN;Kec. Patean Ds. Curugsewu;KENDAL;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
518;3303 106 2023 07 031 1;3303;31/07/23;KEKERINGAN;Kec. Karangreja Ds. Kutabawa;PURBALINGGA;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
519;3310 106 2023 07 031 1;3310;31/07/23;KEKERINGAN;Kec. Kemalang Ds. Tlogowatu;KLATEN;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
520;3315 106 2023 07 031 1;3315;31/07/23;KEKERINGAN;Kec. Grobogan  Ds. Rejosari  Kec. Geyer  Ds. Karangayar Ds. Bangsri  Kec. Gubug Ds. Penadaran  Kec. Karangrayung Ds. Jetis;GROBOGAN;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
521;3302 106 2023 07 031 1;3302;31/07/23;KEKERINGAN;Kec. Rawalo Ds. Tipar;BANYUMAS;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
522;3314 106 2023 07 031 1;3314;31/07/23;KEKERINGAN;Kec. Sumberlawang Ds. Ngargotirto Ds. Ngargosari Kec. Tangen Ds. Dukuh Ds. Ngombo Ds. Galeh Ds. Katelan Ds. Nrombo Kec. Miri Ds. Gilirejo Baru Kec. Jenar  Ds. Ngepringan Ds. Banyuurip Kec. Mondokan Ds. Pare;SRAGEN;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
523;3323 106 2023 07 031 1;3323;31/07/23;KEKERINGAN;Kec. Tembarak Ds. Botoputih Kec. Tlogomulyo Ds. Losari;TEMANGGUNG;JAWA TENGAH;Dokumentasi;Dipicu oleh musim kemarau;;;;0;;0
524;1504 107 2023 07 030 1;1504;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Muara Bulian Ds. Rengas Condong Kec Mersam Ds. Sengkati Baru;BATANGHARI;JAMBI;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
525;1105 105 2023 07 030 1;1105;30/07/23;PUTING BELIUNG;Kec. Julok Ds. Ulee Tanoh Ds. Uyok Kec. Nurussalam Ds. Teupin Pukat Ds. Blang Panjau;ACEH TIMUR;ACEH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;5;;0
526;3209 107 2023 07 030 1;3209;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Beber  Ds. Beber;CIREBON;JAWA BARAT;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
527;6311 107 2023 07 030 1;6311;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Halong Ds. Gunung Riut Ds. Uren;BALANGAN;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
528;3316 107 2023 07 030 1;3316;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sambong  Ds. Kejalen;BLORA;JAWA TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
529;1212 105 2023 07 030 1;1212;30/07/23;PUTING BELIUNG;Kec. Percut Sei Tuan Ds. Pematang Lalang Ds. Bandar Klippa Ds. Tanjung Selamat Ds. Bandar Setia Kec. Sunggal Ds. Paya Geli Kec. Hamparan Perak Ds. Sei Baharu Ds. Lama Kec. Labuhan Deli Ds. Manunggal;DELI SERDANG;SUMATERA UTARA;Dokumentasi;terjadi hujan disertai angin kencang yang menyebabkan rumah warga terdampak;;;;10;;0
530;1211 107 2023 07 030 1;1211;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Merek  Ds. Tongging;KARO;SUMATERA UTARA;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
531;6401 107 2023 07 030 1;6401;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tanah Grogot Ds. Tapis Jl Tepian Batang Km 5 samping kantor KiR Dinas Perhubungan;PASER;KALIMANTAN TIMUR;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
532;6301 107 2023 07 030 1;6301;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Bati-Bati Ds.  Nusa Indah Ds. Ujung;TANAH LAUT;KALIMANTAN SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
533;1610 107 2023 07 030 1;1610;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Rantau Alai Ds. Kelampaian;OGAN ILIR;SUMATERA SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
534;1275 105 2023 07 030 1;1275;30/07/23;PUTING BELIUNG;Kec. Medan Deli Kel. Kota Bangun Kec. Medan Helvetia Kel. Sei SiKambing C Kec. Medan Selayang Kel. Tanjung Sari;KOTA MEDAN;SUMATERA UTARA;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
535;3314 107 2023 07 030 1;3314;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Kalijambe Ds. Krikilan;SRAGEN;JAWA TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
536;3314 107 2023 07 030 1;3314;30/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Karangmalang Kel. Plumbungan;SRAGEN;JAWA TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
537;1117 107 2023 07 029 1;1117;29/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Pintu Rime Gayo;BENER MERIAH;ACEH;Dokumentasi;Masih dalam Penyelidikan;;;;0;;0
538;1108 107 2023 07 029 1;1108;29/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Indrapuri  Ds. Ulee Kareung;ACEH BESAR;ACEH;Dokumentasi;Masih dalam Penyelidikan;;;;0;;0
539;6502 107 2023 07 029 1;6502;29/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tanjung Palas Timur Ds. Gunung Sari;BULUNGAN;KALIMANTAN UTARA;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
540;3203 102 2023 07 029 1;3203;29/07/23;TANAH LONGSOR;Kec. Pasirkuda Ds. Simpang;CIANJUR;JAWA BARAT;Dokumentasi;Dipicu akibat struktur tanah yang labil menyebabkan terjadinya pergerakan tanah / longsoran pada hari Sabtu, 29 Juli 2023, Pkl. 09:00 WIB dan menimbun 1 orang saat memanen padi;1;;;0;;0
541;3209 107 2023 07 029 1;3209;29/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Beber Ds. Patapan;CIREBON;JAWA BARAT;Dokumentasi;Masih dalam Penyelidikan;;;;0;;0
542;1108 107 2023 07 029 1;1108;29/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Seulimum  Gp. Seuneubok;ACEH BESAR;ACEH;Dokumentasi;Masih dalam Penyelidikan;;;;0;;0
543;3314 106 2023 07 028 1;3314;28/07/23;KEKERINGAN;Kec. Tangen Ds. Ngrombo Kec. Jenar Ds. Ngepringan;SRAGEN;JAWA TENGAH;Dokumentasi;Berkurangnya air bersih dampak musim kemarau;;;;0;;0
544;3315 106 2023 07 028 1;3315;28/07/23;KEKERINGAN;Kec. Grobogan Ds. Karangrejo Kec. Karang Rayung Ds. Ketro Kec. Toroh Ds. Kemiri;GROBOGAN;JAWA TENGAH;Dokumentasi;Berkurangnya air bersih dampak musim kemarau;;;;0;;0
545;3202 106 2023 07 028 1;3202;28/07/23;KEKERINGAN;Kec. Jampang Tengah Ds. Jampang Tengah Ds. Padabeunghar Ds. Cijulang Kec. Gegerbitung Ds. Sukamanah Ds. Karangjaya Ds. Buniwangi Ds. Cijurey  Ds. Pagelaran Ds. Neglasari Ds. Purabaya Kec. Cicurug Ds. Benda Ds. Purwasari Ds. Nyangkowek Ds. Cisaat Ds. Kutajaya Ds. Nangerang Kec. Kalapa Nunggal Ds. Palasari Girang Kec. Cicolok Ds. Cikahuripan Ds. Cicadas Ds. Cikelat Ds. PasirbaruDs.  Ds. Sirnaresmi Kec. Cikakak Ds. Sukamaju Kec. Palabuhan Ratu Ds. Citepus Ds. Cimenteng Kec. Bantargadung Ds. Bojonggaling Kec. Cikembar Ds. Kertaraharja Ds. Bojong Ds. Bojongkembar Kec. Cibadak Ds. Sekarwangi Ds. Neglasari Ds. Karangtengah Ds. Ciheulang Tonggoh Ds. Warnajati Ds. Tenjojaya Kec. Cisaat Ds. Padaasih Kec. Gunungguruh Ds. Kebonmanggu Ds. Cibolang Ds. Cibentang Ds. Gunungguruh Kec. Nyalindung Ds. Kertaangsana Ds.Cisitu Ds. Nyalindung Ds. Bojongkalong Kec. Purabaya Kec. Curug Kembar Ds. Mekartanjung Ds. Tanjungsari Kec. Sagaranten Ds. Gunungbentang Ds. Sinarbentang Ds. Sagaranten Ds. Curugluhur Ds. Mekarsari Ds. Datarnangka Ds. Hegarmanah Ds. Puncakmanggis Ds.Cibitung Ds. Cibaregbeg Kec. Cidahu Ds. Cidahu Ds. Tangkil Ds. Jayabakti Kec. Parakansalak Ds. Lebaksari Kec. Parungkuda Ds. Sundawenang Kec. Sukalarang Ds. Cimangkok Kec. Cicantayan Ds. Cicantayan Ds. Sukadamai Kec. Nagrak Ds. Cisarua Kec. Ciracap Ds. Mekarsari Ds. Ciracap Ds. Gungbatu Purwasedar Ds. Cikangkung Ds. Pasirpanjang;SUKABUMI;JAWA BARAT;Dokumentasi;Akibat musim kemarau;;;;0;;0
546;1108 107 2023 07 028 1;1108;28/07/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Lembah Seulawah Gp. Lembah Seulawah;ACEH BESAR;ACEH;Dokumentasi;Dalam Penyelidikan;;;;0;;0
